RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,MSinceMostRecentDelq%,MSinceMostRecentInqexcl7days%,PercentBadTrades,RegularDelqFlag,HigherUtilizationDelqRisk
Bad,59,321,9,140,26,Never,83,6-12months,4,6,29,1,34,Never,UpTo5,78,10,1,5,100,1.5625,0.23201856148491878,11,1,1
Bad,59,90,11,50,27,,96,2years+,6,6,27,1,15,InLastMonth,OneOrTwo,68,10,None,2,86,0.6172839506172839,1.8181818181818181,0,0,1
Good,74,203,1,66,27,,93,InLast6Months,4,6,30,1,20,Never,OneOrTwo,2,2,1,0,57,0.7575757575757576,0.23201856148491878,10,0,0
Bad,75,40,3,12,6,,100,Unknown,7,8,6,4,67,InLast6Months,unknown,24,1,1,0,100,0.21739130434782608,0.6896551724137931,0,0,0
Good,77,177,1,59,41,,100,Unknown,7,8,43,6,9,Never,OneOrTwo,3,8,None,1,33,0.21739130434782608,0.23201856148491878,5,0,0
Bad,89,179,5,77,22,,100,Unknown,7,8,22,1,41,Unknown,unknown,1,1,2,0,80,0.21739130434782608,0.4273504273504274,0,0,0
Bad,63,217,6,72,13,Never,100,Unknown,0,8,13,2,31,InLast6Months,unknown,103,4,2,2,100,0.21739130434782608,0.6896551724137931,0,0,1
Bad,65,235,3,65,28,,90,2years+,6,6,29,5,31,Never,OneOrTwo,31,10,3,1,80,0.6172839506172839,0.23201856148491878,4,0,0
Bad,67,51,2,111,14,Never,87,2years+,6,6,9,1,20,InLastMonth,OneOrTwo,42,6,1,1,67,0.6172839506172839,1.8181818181818181,-55,1,0
Bad,72,169,5,60,21,Never,96,2years+,6,3,23,1,52,Never,UpTo5,66,4,2,1,78,0.6172839506172839,0.23201856148491878,9,0,1
Bad,69,362,5,125,16,,82,LastYear,6,6,17,1,47,Never,OneOrTwo,63,4,None,3,71,1.0869565217391304,0.23201856148491878,6,1,1
Good,90,246,5,81,9,,100,Unknown,7,8,9,1,11,6-12months,unknown,10,2,unknown,0,50,0.21739130434782608,2.7027027027027026,0,0,0
Good,79,344,24,135,24,,100,Unknown,7,8,24,0,17,InLastMonth,noInqueryMade,41,4,None,2,50,0.21739130434782608,1.8181818181818181,0,0,0
Good,78,240,10,83,51,,100,Unknown,7,8,55,2,29,Never,noInqueryMade,21,3,2,0,50,0.21739130434782608,0.23201856148491878,8,0,0
Good,78,211,25,119,19,Never,90,2years+,6,3,20,0,30,Unknown,unknown,50,1,None,0,40,0.6172839506172839,0.4273504273504274,5,0,0
Bad,52,197,5,78,17,3-5,71,InLast6Months,4,5,22,1,38,Never,unknown,96,6,1,3,89,0.7575757575757576,0.23201856148491878,23,1,1
Bad,61,58,15,41,2,3-5,100,Unknown,0,8,7,0,67,Never,unknown,0,0,unknown,0,0,0.21739130434782608,0.23201856148491878,72,0,0
Good,71,207,14,147,26,,89,6-12months,4,6,28,0,36,Unknown,unknown,1,3,1,0,64,1.5625,0.4273504273504274,8,1,0
Bad,68,69,15,37,11,,100,Unknown,7,8,11,0,27,Never,noInqueryMade,86,4,None,1,83,0.21739130434782608,0.23201856148491878,0,0,1
Good,81,220,3,86,44,,100,Unknown,7,8,46,3,11,Never,OneOrTwo,0,1,None,0,14,0.21739130434782608,0.23201856148491878,5,0,0
Good,90,249,20,94,38,,100,Unknown,7,8,38,0,11,Unknown,unknown,5,1,None,0,12,0.21739130434782608,0.4273504273504274,0,0,0
Good,80,139,1,40,12,,100,Unknown,7,8,14,4,36,InLast6Months,UpTo5,19,5,1,0,88,0.21739130434782608,0.6896551724137931,15,0,0
Bad,68,156,6,46,10,Never,91,Unknown,6,5,11,2,27,Unknown,OneOrTwo,74,4,1,3,75,0.21739130434782608,0.4273504273504274,10,0,1
Bad,88,130,6,150,15,,100,Unknown,7,8,15,1,7,Unknown,unknown,12,2,unknown,0,67,0.21739130434782608,0.4273504273504274,0,0,0
Good,68,203,5,62,28,OnceOrTwice,96,InLast6Months,4,6,29,1,21,InLastMonth,OneOrTwo,1,2,None,1,25,0.7575757575757576,1.8181818181818181,4,0,0
Good,76,207,21,88,16,,94,2years+,6,6,17,0,59,Unknown,unknown,17,1,1,0,100,0.6172839506172839,0.4273504273504274,6,0,0
Good,73,183,6,90,19,Never,100,Unknown,7,8,19,1,32,Unknown,unknown,6,1,1,0,50,0.21739130434782608,0.4273504273504274,0,0,0
Bad,79,450,1,65,15,,100,Unknown,7,8,18,6,29,6-12months,unknown,46,6,1,0,73,0.21739130434782608,2.7027027027027026,17,0,0
Good,57,151,22,102,4,3-5,60,2years+,6,2,10,0,80,Never,noInqueryMade,33,3,None,0,100,0.6172839506172839,0.23201856148491878,60,1,0
Bad,61,60,13,41,19,,100,Unknown,7,8,21,0,38,Never,unknown,89,5,None,4,100,0.21739130434782608,0.23201856148491878,10,0,1
Good,43,137,2,46,5,3-5,55,InLast6Months,3,2,11,3,55,Never,OneOrTwo,94,2,1,2,80,0.7575757575757576,0.23201856148491878,55,1,1
Bad,65,111,19,63,23,Never,92,LastYear,6,2,25,0,64,Never,UpTo5,72,1,5OrMore,0,90,1.0869565217391304,0.23201856148491878,8,0,1
Bad,66,136,6,62,53,Never,98,LastYear,5,2,55,4,23,Never,noInqueryMade,41,9,4,4,56,1.0869565217391304,0.23201856148491878,4,0,0
Good,82,163,5,58,21,,100,Unknown,7,8,21,3,29,InLast6Months,OneOrTwo,7,3,1,0,38,0.21739130434782608,0.6896551724137931,0,0,0
Good,88,140,16,61,13,,100,Unknown,7,8,13,0,46,InLast6Months,noInqueryMade,1,1,1,0,60,0.21739130434782608,0.6896551724137931,0,0,0
Good,82,154,1,82,35,,100,Unknown,7,8,36,5,42,Never,noInqueryMade,12,2,1,0,44,0.21739130434782608,0.23201856148491878,3,0,0
Bad,71,124,7,53,12,Never,92,2years+,6,2,14,1,64,Never,noInqueryMade,43,2,2,1,75,0.6172839506172839,0.23201856148491878,15,0,0
Bad,61,178,7,70,26,,89,InLast6Months,4,6,27,2,52,Unknown,unknown,31,3,2,1,86,0.7575757575757576,0.4273504273504274,4,1,0
Good,85,173,2,67,18,,100,Unknown,7,8,10,2,21,InLastMonth,OneOrTwo,0,1,unknown,0,10,0.21739130434782608,1.8181818181818181,-80,0,0
Good,87,140,16,79,16,,100,Unknown,7,8,17,0,18,Never,unknown,3,1,None,0,22,0.21739130434782608,0.23201856148491878,6,0,0
Good,68,178,16,99,24,,100,Unknown,7,8,25,0,56,InLastMonth,OneOrTwo,86,5,2,3,80,0.21739130434782608,1.8181818181818181,4,0,1
Good,67,194,14,67,3,Never,100,Unknown,6,8,0,0,0,Never,OneOrTwo,42,2,unknown,0,100,0.21739130434782608,0.23201856148491878,4,0,0
Bad,81,117,6,54,14,,93,2years+,6,6,14,3,21,Unknown,unknown,2,2,None,0,43,0.6172839506172839,0.4273504273504274,0,0,0
Good,80,263,6,106,26,,92,LastYear,6,6,26,2,23,Unknown,unknown,14,4,1,1,54,1.0869565217391304,0.4273504273504274,0,0,0
Bad,72,444,12,78,18,,100,Unknown,7,8,16,0,22,Unknown,unknown,74,5,unknown,4,63,0.21739130434782608,0.4273504273504274,-12,0,1
Good,90,196,15,102,14,,100,Unknown,7,8,14,0,0,LastYear,unknown,4,3,unknown,0,33,0.21739130434782608,2.380952380952381,0,0,0
Bad,54,116,17,46,12,3-5,50,InLast6Months,3,4,16,0,38,Unknown,OneOrTwo,81,6,None,1,88,0.7575757575757576,0.4273504273504274,25,1,1
Bad,75,78,3,41,6,,100,Unknown,7,8,6,1,67,Never,UpTo5,56,2,None,0,100,0.21739130434782608,0.23201856148491878,0,0,1
Good,86,361,1,86,25,,100,Unknown,7,8,26,1,31,Unknown,unknown,10,3,2,0,67,0.21739130434782608,0.4273504273504274,4,0,0
Good,82,289,7,71,20,,100,Unknown,7,8,14,3,45,InLast6Months,unknown,19,3,None,0,57,0.21739130434782608,0.6896551724137931,-42,0,0
Bad,83,256,25,100,31,,100,Unknown,7,8,34,0,26,LastYear,unknown,14,3,1,1,56,0.21739130434782608,2.380952380952381,9,0,0
Bad,82,163,4,71,25,,100,Unknown,6,8,28,4,29,Never,unknown,18,4,1,0,55,0.21739130434782608,0.23201856148491878,11,0,0
Bad,63,143,1,85,31,Never,88,InLast6Months,4,3,10,4,24,Unknown,OneOrTwo,54,8,3,2,75,0.7575757575757576,0.4273504273504274,-210,1,0
Bad,67,330,5,53,39,Never,97,2years+,6,6,51,5,49,InLast6Months,noInqueryMade,47,7,3,1,85,0.6172839506172839,0.6896551724137931,24,0,0
Bad,59,30,2,15,10,,100,Unknown,7,8,12,1,25,Never,OneOrTwo,62,6,1,3,89,0.21739130434782608,0.23201856148491878,17,0,1
Bad,65,11,10,39,17,Never,72,6-12months,6,5,1,2,39,Unknown,UpTo5,0,3,1,0,63,1.5625,0.4273504273504274,-1600,1,0
Good,71,176,6,87,16,Never,94,2years+,6,2,17,1,35,Unknown,unknown,70,3,unknown,1,75,0.6172839506172839,0.4273504273504274,6,0,1
Good,65,321,3,74,27,OnceOrTwice,68,LastYear,6,4,31,5,45,Never,UpTo5,11,1,3,0,56,1.0869565217391304,0.23201856148491878,13,1,0
Good,70,81,16,53,17,Never,100,Unknown,6,8,17,0,24,InLast6Months,noInqueryMade,32,9,1,0,73,0.21739130434782608,0.6896551724137931,0,0,0
Good,87,241,2,93,17,,100,Unknown,7,8,18,4,17,Unknown,noInqueryMade,7,5,None,1,50,0.21739130434782608,0.4273504273504274,6,0,0
Bad,58,94,7,45,7,OnceOrTwice,88,Unknown,6,4,9,1,63,Never,noInqueryMade,81,2,None,0,75,0.21739130434782608,0.23201856148491878,23,1,1
Good,80,261,8,104,22,,100,Unknown,7,8,22,1,59,Unknown,noInqueryMade,39,3,1,1,71,0.21739130434782608,0.4273504273504274,0,0,0
Bad,66,204,8,69,11,Never,83,6-12months,4,5,12,2,75,Never,unknown,0,0,2,0,80,1.5625,0.23201856148491878,9,1,0
Good,68,184,2,69,7,,58,InLastMonth,4,6,12,2,67,InLast6Months,unknown,4,2,4,0,78,3.7037037037037033,0.6896551724137931,42,1,0
Good,75,193,3,73,53,,100,Unknown,7,8,55,5,17,Never,OneOrTwo,5,9,1,0,42,0.21739130434782608,0.23201856148491878,4,0,0
Bad,59,255,25,111,11,Never,75,InLast6Months,4,5,12,0,50,InLast6Months,unknown,91,5,None,2,100,0.7575757575757576,0.6896551724137931,9,1,1
Bad,70,113,13,21,9,,100,Unknown,7,8,14,0,11,Never,OneOrTwo,20,3,None,1,50,0.21739130434782608,0.23201856148491878,36,0,0
Good,79,162,8,66,28,,90,LastYear,6,6,30,4,50,InLast6Months,noInqueryMade,14,4,1,0,75,1.0869565217391304,0.6896551724137931,7,0,0
Bad,54,25,13,19,3,OnceOrTwice,100,Unknown,0,8,4,0,33,Never,OneOrTwo,33,1,None,0,67,0.21739130434782608,0.23201856148491878,25,0,0
Bad,71,85,25,150,3,3-5,50,LastYear,6,4,4,0,0,InLast6Months,OneOrTwo,33,3,unknown,0,65,1.0869565217391304,0.6896551724137931,25,1,0
Good,85,239,5,82,18,,100,Unknown,7,8,18,3,11,Never,UpTo5,0,0,None,0,13,0.21739130434782608,0.23201856148491878,0,0,0
Good,56,329,5,20,11,,100,Unknown,7,8,18,2,36,Unknown,OneOrTwo,73,6,2,3,100,0.21739130434782608,0.4273504273504274,39,0,1
Good,82,340,1,87,45,,100,Unknown,5,8,49,6,27,Never,UpTo10,3,6,4,0,44,0.21739130434782608,0.23201856148491878,9,0,0
